	e8.5	e8.5	e8.5	e8.5	e8.5	e8.5
TBX3_MOUSE.H11MO.0.B	2.239074068109986e-4	2.239074068109986e-4	2.239074068109986e-4	2.239074068109986e-4	2.239074068109986e-4	2.239074068109986e-4
TBX5_MOUSE.H11MO.0.D	5.785827348997727e-4	5.785827348997727e-4	5.785827348997727e-4	5.785827348997727e-4	5.785827348997727e-4	5.785827348997727e-4
TCF7_MOUSE.H11MO.0.A	9.392854388444085e-4	9.392854388444085e-4	9.392854388444085e-4	9.392854388444085e-4	9.392854388444085e-4	9.392854388444085e-4
TEAD1_MOUSE.H11MO.0.A	5.819546894031534e-4	5.819546894031534e-4	5.819546894031534e-4	5.819546894031534e-4	5.819546894031534e-4	5.819546894031534e-4
TEAD2_MOUSE.H11MO.0.C	6.109272821237439e-4	6.109272821237439e-4	6.109272821237439e-4	6.109272821237439e-4	6.109272821237439e-4	6.109272821237439e-4
TEAD3_MOUSE.H11MO.0.D	3.665448772952368e-4	3.665448772952368e-4	3.665448772952368e-4	3.665448772952368e-4	3.665448772952368e-4	3.665448772952368e-4
TEAD4_MOUSE.H11MO.0.A	6.214100232008034e-4	6.214100232008034e-4	6.214100232008034e-4	6.214100232008034e-4	6.214100232008034e-4	6.214100232008034e-4
TEF_MOUSE.H11MO.0.D	2.1292946029670634e-4	2.1292946029670634e-4	2.1292946029670634e-4	2.1292946029670634e-4	2.1292946029670634e-4	2.1292946029670634e-4
TF2L1_MOUSE.H11MO.0.C	7.044358007098735e-4	7.044358007098735e-4	7.044358007098735e-4	7.044358007098735e-4	7.044358007098735e-4	7.044358007098735e-4
TF2L1_MOUSE.H11MO.1.C	5.355706141003224e-4	5.355706141003224e-4	5.355706141003224e-4	5.355706141003224e-4	5.355706141003224e-4	5.355706141003224e-4
TF65_MOUSE.H11MO.0.A	4.7129334566324837e-4	4.7129334566324837e-4	4.7129334566324837e-4	4.7129334566324837e-4	4.7129334566324837e-4	4.7129334566324837e-4
TF7L1_MOUSE.H11MO.0.A	4.3059179899878166e-4	4.3059179899878166e-4	4.3059179899878166e-4	4.3059179899878166e-4	4.3059179899878166e-4	4.3059179899878166e-4
TF7L2_MOUSE.H11MO.0.A	4.462237283728402e-4	4.462237283728402e-4	4.462237283728402e-4	4.462237283728402e-4	4.462237283728402e-4	4.462237283728402e-4
TFCP2_MOUSE.H11MO.0.D	1.0477789924285149e-3	1.0477789924285149e-3	1.0477789924285149e-3	1.0477789924285149e-3	1.0477789924285149e-3	1.0477789924285149e-3
TFDP1_MOUSE.H11MO.0.D	1.4641283548681278e-3	1.4641283548681278e-3	1.4641283548681278e-3	1.4641283548681278e-3	1.4641283548681278e-3	1.4641283548681278e-3
TFE2_MOUSE.H11MO.0.A	1.2615008885706737e-3	1.2615008885706737e-3	1.2615008885706737e-3	1.2615008885706737e-3	1.2615008885706737e-3	1.2615008885706737e-3
TFE3_MOUSE.H11MO.0.A	6.690441028315126e-4	6.690441028315126e-4	6.690441028315126e-4	6.690441028315126e-4	6.690441028315126e-4	6.690441028315126e-4
TFEB_MOUSE.H11MO.0.C	5.173629593649429e-4	5.173629593649429e-4	5.173629593649429e-4	5.173629593649429e-4	5.173629593649429e-4	5.173629593649429e-4
TGIF1_MOUSE.H11MO.0.A	6.912844711337827e-4	6.912844711337827e-4	6.912844711337827e-4	6.912844711337827e-4	6.912844711337827e-4	6.912844711337827e-4
THA11_MOUSE.H11MO.0.B	1.7151584096563503e-3	1.7151584096563503e-3	1.7151584096563503e-3	1.7151584096563503e-3	1.7151584096563503e-3	1.7151584096563503e-3
THA_MOUSE.H11MO.0.C	7.220569307086833e-4	7.220569307086833e-4	7.220569307086833e-4	7.220569307086833e-4	7.220569307086833e-4	7.220569307086833e-4
THA_MOUSE.H11MO.1.C	6.311499750304305e-4	6.311499750304305e-4	6.311499750304305e-4	6.311499750304305e-4	6.311499750304305e-4	6.311499750304305e-4
THB_MOUSE.H11MO.0.D	9.79731833235724e-4	9.79731833235724e-4	9.79731833235724e-4	9.79731833235724e-4	9.79731833235724e-4	9.79731833235724e-4
TLX1_MOUSE.H11MO.0.D	2.6588529658961587e-4	2.6588529658961587e-4	2.6588529658961587e-4	2.6588529658961587e-4	2.6588529658961587e-4	2.6588529658961587e-4
TWST1_MOUSE.H11MO.0.B	3.9877149829203363e-4	3.9877149829203363e-4	3.9877149829203363e-4	3.9877149829203363e-4	3.9877149829203363e-4	3.9877149829203363e-4
TWST1_MOUSE.H11MO.1.B	5.340408858019185e-4	5.340408858019185e-4	5.340408858019185e-4	5.340408858019185e-4	5.340408858019185e-4	5.340408858019185e-4
TYY1_MOUSE.H11MO.0.A	1.0627287057691243e-3	1.0627287057691243e-3	1.0627287057691243e-3	1.0627287057691243e-3	1.0627287057691243e-3	1.0627287057691243e-3
UBIP1_MOUSE.H11MO.0.D	3.984703074685269e-3	3.984703074685269e-3	3.984703074685269e-3	3.984703074685269e-3	3.984703074685269e-3	3.984703074685269e-3
USF1_MOUSE.H11MO.0.A	7.252778710038338e-4	7.252778710038338e-4	7.252778710038338e-4	7.252778710038338e-4	7.252778710038338e-4	7.252778710038338e-4
USF2_MOUSE.H11MO.0.A	8.598507818023072e-4	8.598507818023072e-4	8.598507818023072e-4	8.598507818023072e-4	8.598507818023072e-4	8.598507818023072e-4
VDR_MOUSE.H11MO.0.A	4.902511662789686e-4	4.902511662789686e-4	4.902511662789686e-4	4.902511662789686e-4	4.902511662789686e-4	4.902511662789686e-4
VDR_MOUSE.H11MO.1.A	4.3045447825007575e-4	4.3045447825007575e-4	4.3045447825007575e-4	4.3045447825007575e-4	4.3045447825007575e-4	4.3045447825007575e-4
VSX2_MOUSE.H11MO.0.C	2.1376437864868502e-4	2.1376437864868502e-4	2.1376437864868502e-4	2.1376437864868502e-4	2.1376437864868502e-4	2.1376437864868502e-4
WT1_MOUSE.H11MO.0.B	4.561358919338972e-3	4.561358919338972e-3	4.561358919338972e-3	4.561358919338972e-3	4.561358919338972e-3	4.561358919338972e-3
WT1_MOUSE.H11MO.1.A	1.478944199285525e-3	1.478944199285525e-3	1.478944199285525e-3	1.478944199285525e-3	1.478944199285525e-3	1.478944199285525e-3
XBP1_MOUSE.H11MO.0.C	2.1192622890366504e-4	2.1192622890366504e-4	2.1192622890366504e-4	2.1192622890366504e-4	2.1192622890366504e-4	2.1192622890366504e-4
ZBT17_MOUSE.H11MO.0.A	4.590689437466821e-3	4.590689437466821e-3	4.590689437466821e-3	4.590689437466821e-3	4.590689437466821e-3	4.590689437466821e-3
ZBT18_MOUSE.H11MO.0.D	7.651996264141363e-4	7.651996264141363e-4	7.651996264141363e-4	7.651996264141363e-4	7.651996264141363e-4	7.651996264141363e-4
ZBT7A_MOUSE.H11MO.0.B	4.101023789524047e-4	4.101023789524047e-4	4.101023789524047e-4	4.101023789524047e-4	4.101023789524047e-4	4.101023789524047e-4
ZBTB6_MOUSE.H11MO.0.D	1.071280853485087e-3	1.071280853485087e-3	1.071280853485087e-3	1.071280853485087e-3	1.071280853485087e-3	1.071280853485087e-3
ZEB1_MOUSE.H11MO.0.B	6.866093937568528e-4	6.866093937568528e-4	6.866093937568528e-4	6.866093937568528e-4	6.866093937568528e-4	6.866093937568528e-4
ZEP1_MOUSE.H11MO.0.D	5.948944632490949e-4	5.948944632490949e-4	5.948944632490949e-4	5.948944632490949e-4	5.948944632490949e-4	5.948944632490949e-4
ZEP2_MOUSE.H11MO.0.D	3.884635344307184e-4	3.884635344307184e-4	3.884635344307184e-4	3.884635344307184e-4	3.884635344307184e-4	3.884635344307184e-4
ZFHX3_MOUSE.H11MO.0.D	9.917993248490744e-5	9.917993248490744e-5	9.917993248490744e-5	9.917993248490744e-5	9.917993248490744e-5	9.917993248490744e-5
ZFP42_MOUSE.H11MO.0.A	1.2332079379401117e-3	1.2332079379401117e-3	1.2332079379401117e-3	1.2332079379401117e-3	1.2332079379401117e-3	1.2332079379401117e-3
ZFP57_MOUSE.H11MO.0.B	3.7830186467152725e-4	3.7830186467152725e-4	3.7830186467152725e-4	3.7830186467152725e-4	3.7830186467152725e-4	3.7830186467152725e-4
ZFX_MOUSE.H11MO.0.B	2.496720825523705e-3	2.496720825523705e-3	2.496720825523705e-3	2.496720825523705e-3	2.496720825523705e-3	2.496720825523705e-3
ZFX_MOUSE.H11MO.1.B	1.155171843124512e-3	1.155171843124512e-3	1.155171843124512e-3	1.155171843124512e-3	1.155171843124512e-3	1.155171843124512e-3
ZIC1_MOUSE.H11MO.0.B	5.225631813795475e-4	5.225631813795475e-4	5.225631813795475e-4	5.225631813795475e-4	5.225631813795475e-4	5.225631813795475e-4
ZIC2_MOUSE.H11MO.0.C	1.4823440530933461e-3	1.4823440530933461e-3	1.4823440530933461e-3	1.4823440530933461e-3	1.4823440530933461e-3	1.4823440530933461e-3
ZIC3_MOUSE.H11MO.0.A	1.4708535962337662e-3	1.4708535962337662e-3	1.4708535962337662e-3	1.4708535962337662e-3	1.4708535962337662e-3	1.4708535962337662e-3
ZKSC1_MOUSE.H11MO.0.A	3.5670576738311253e-4	3.5670576738311253e-4	3.5670576738311253e-4	3.5670576738311253e-4	3.5670576738311253e-4	3.5670576738311253e-4
ZN143_MOUSE.H11MO.0.A	1.8362264969194967e-3	1.8362264969194967e-3	1.8362264969194967e-3	1.8362264969194967e-3	1.8362264969194967e-3	1.8362264969194967e-3
ZN148_MOUSE.H11MO.0.D	2.4811881471186945e-3	2.4811881471186945e-3	2.4811881471186945e-3	2.4811881471186945e-3	2.4811881471186945e-3	2.4811881471186945e-3
ZN281_MOUSE.H11MO.0.A	1.8950463739050164e-3	1.8950463739050164e-3	1.8950463739050164e-3	1.8950463739050164e-3	1.8950463739050164e-3	1.8950463739050164e-3
ZN322_MOUSE.H11MO.0.B	1.2425798056195233e-3	1.2425798056195233e-3	1.2425798056195233e-3	1.2425798056195233e-3	1.2425798056195233e-3	1.2425798056195233e-3
ZN335_MOUSE.H11MO.0.A	1.8610676786405597e-3	1.8610676786405597e-3	1.8610676786405597e-3	1.8610676786405597e-3	1.8610676786405597e-3	1.8610676786405597e-3
ZN335_MOUSE.H11MO.1.A	1.2788060186055025e-3	1.2788060186055025e-3	1.2788060186055025e-3	1.2788060186055025e-3	1.2788060186055025e-3	1.2788060186055025e-3
ZN423_MOUSE.H11MO.0.D	7.423586626872466e-5	7.423586626872466e-5	7.423586626872466e-5	7.423586626872466e-5	7.423586626872466e-5	7.423586626872466e-5
ZN431_MOUSE.H11MO.0.C	5.881324314584307e-4	5.881324314584307e-4	5.881324314584307e-4	5.881324314584307e-4	5.881324314584307e-4	5.881324314584307e-4
